event_id,run_id,environment,condition,objective_status,event_type,layer,train_rollouts_in_fold,cv_projection,cv_cosine,effect_norm
secret_number__base__s12345__step_00__event_02,secret_number__base__s12345,secret_number,base,ambiguous,strategy_selection,20,18,666.9267889380226,0.13919988941849407,4791.14453125
secret_number__base__s12345__step_00__event_02,secret_number__base__s12345,secret_number,base,ambiguous,strategy_selection,21,18,804.0090210754634,0.13336634196760425,6028.5751953125
secret_number__base__s12345__step_00__event_02,secret_number__base__s12345,secret_number,base,ambiguous,strategy_selection,22,18,816.0406082870438,0.1086431428898234,7511.2021484375
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,0,18,15.28847541483303,0.17442252686466164,87.6519546508789
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,1,18,19.472177048745877,0.18689145594007214,104.18976593017578
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,2,18,17.852751176794957,0.144843533250463,123.25542449951172
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,3,18,22.997020580490016,0.159472053345422,144.20721435546875
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,4,18,35.1669526965961,0.20389241790180188,172.4779815673828
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,5,18,31.347861378253683,0.15536828889882034,201.76486206054688
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,6,18,40.27167300776932,0.16429637780492165,245.1160125732422
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,7,18,52.15093225812507,0.17467393542813892,298.5616149902344
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,8,18,57.93225277909778,0.16416493866576026,352.89056396484375
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,9,18,76.46749039151882,0.18126528171280565,421.8540344238281
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,10,18,103.56255107540869,0.20563925062453053,503.61273193359375
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,11,18,104.5639655847632,0.16373351396717087,638.6228637695312
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,12,18,153.72004871981153,0.2009540505412402,764.9512329101562
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,13,18,123.78148048577714,0.1230558012583734,1005.897216796875
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,14,18,172.99602247369967,0.14177707985463855,1220.1973876953125
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,15,18,205.62671929380485,0.13707243214747153,1500.1318359375
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,16,18,258.51479722596196,0.13436153790163857,1924.0238037109375
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,17,18,277.1443750592472,0.09762301503561602,2838.924560546875
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,18,18,400.7490445886215,0.10186826155406474,3933.9931640625
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,19,18,382.5591290064076,0.07413270881257378,5160.46337890625
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,20,18,832.5029344895047,0.12614213696989787,6599.72119140625
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,21,18,562.7384745199315,0.06905097102321386,8149.60986328125
secret_number__base__s12346__step_00__event_01,secret_number__base__s12346,secret_number,base,incorrect,intermediate_result,22,18,625.9955200033419,0.06485663248087947,9651.9892578125
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,0,18,17.894584122518463,0.16061819627101803,111.41069793701172
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,1,18,26.598432307626503,0.21789176999930757,122.07176208496094
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,2,18,22.05422110080039,0.16136704663845086,136.67115783691406
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,3,18,34.344978610954314,0.2152990304459405,159.522216796875
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,4,18,20.841460623418456,0.11214970313263808,185.83607482910156
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,5,18,31.71478306142574,0.14070187266818443,225.4041290283203
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,6,18,16.38440089235837,0.060951909846256654,268.80865478515625
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,7,18,24.014369389522756,0.07435037960751775,322.98919677734375
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,8,18,14.782556633681452,0.038333862693382625,385.6266174316406
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,9,18,4.619373079676279,0.009695510388222516,476.4445495605469
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,10,18,-9.643359609035997,-0.017638310183823464,546.7280883789062
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,11,18,12.514859342638033,0.01956545045005136,639.6406860351562
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,12,18,-10.924817557288407,-0.014814914422649933,737.4202270507812
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,13,18,31.399198205217544,0.03397653083729681,924.1437377929688
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,14,18,48.93078644745674,0.04398471781527667,1112.44970703125
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,15,18,164.16794149542056,0.11021102236039255,1489.5782470703125
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,16,18,258.30741553792177,0.13382318452969444,1930.2142333984375
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,17,18,351.16859414157807,0.12397152503326886,2832.6552734375
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,18,18,462.071245510846,0.11815258370622234,3910.80126953125
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,19,18,677.8227696707581,0.12939922427318326,5238.22900390625
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,20,18,1070.4877946450915,0.16095736058420504,6650.75390625
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,21,18,1172.666202697235,0.14901385465427244,7869.51123046875
secret_number__base__s12346__step_00__event_02,secret_number__base__s12346,secret_number,base,incorrect,strategy_selection,22,18,1438.465563400614,0.1575488439294275,9130.283203125
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,0,18,1.7126090962143579,0.021302995842751107,80.39287567138672
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,1,18,24.2656026434276,0.2377025598511953,102.08389282226562
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,2,18,31.146051728180637,0.2409267030551025,129.2760467529297
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,3,18,45.32245905635533,0.27470390009520435,164.98658752441406
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,4,18,53.78229456090196,0.26956871519277087,199.5123748779297
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,5,18,43.02728622699656,0.17772130471983014,242.1053924560547
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,6,18,43.20373176753759,0.14937977186041002,289.22076416015625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,7,18,23.872907839812484,0.06961527254227308,342.92633056640625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,8,18,26.21541785094962,0.06429973761734745,407.7064514160156
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,9,18,-7.472024563719515,-0.01570787322497851,475.68658447265625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,10,18,-22.845116615668644,-0.04063113160223611,562.2564697265625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,11,18,-42.30924225684453,-0.06590034815999428,642.0184936523438
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,12,18,-40.94403641430631,-0.05395992958240052,758.7859497070312
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,13,18,-68.41070010760086,-0.07158889486268996,955.6049194335938
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,14,18,-120.24772243221378,-0.10273557143078939,1170.45849609375
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,15,18,-160.49160103341455,-0.10251848597365026,1565.4893798828125
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,16,18,-137.55958663016736,-0.06460999574428018,2129.075927734375
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,17,18,-111.9033981161283,-0.03628833438830726,3083.7294921875
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,18,18,58.26566437866313,0.013335432897543728,4369.23681640625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,19,18,204.40359284525107,0.034726835125032565,5886.04150390625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,20,18,237.93820779823182,0.032778542525775736,7258.9619140625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,21,18,196.8290730023582,0.021577749814246178,9121.853515625
secret_number__commands_reviewed__s22345__step_00__event_01,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,constraint_discovery,22,18,182.62382980343682,0.016753634731791617,10900.5498046875
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,0,18,-8.196071163970684,-0.0920993718276271,88.99160766601562
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,1,18,2.5729642451318018,0.024974670834442842,103.02294921875
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,2,18,3.0862480235643517,0.02467840714766173,125.05863189697266
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,3,18,14.055580486507889,0.09623961699630346,146.04776000976562
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,4,18,19.878052825289004,0.11677252517032718,170.22885131835938
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,5,18,21.917059489511786,0.10849531159015298,202.00927734375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,6,18,19.709417042936593,0.08054552432098404,244.69911193847656
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,7,18,21.857975235568148,0.07102590523142126,307.74652099609375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,8,18,28.52628126197927,0.08100412308031861,352.1583557128906
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,9,18,33.93355662062659,0.08261412234135707,410.7476501464844
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,10,18,23.743074471671207,0.05155292728825038,460.5572509765625
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,11,18,46.24189854090355,0.08721345157999207,530.2152099609375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,12,18,48.80921760318256,0.08003746215494299,609.8296508789062
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,13,18,64.1284825699604,0.08543811044493681,750.5840454101562
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,14,18,72.26866438516208,0.07574142538129762,954.1497802734375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,15,18,94.38264961740788,0.07567109598473286,1247.2747802734375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,16,18,168.46995120990505,0.101499364560592,1659.8128662109375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,17,18,315.82382459247674,0.13369677024304147,2362.23974609375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,18,18,405.0267723272673,0.11956297905324893,3387.560302734375
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,19,18,661.8501799297374,0.1445255369260326,4579.46875
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,20,18,913.3731693372501,0.1573086322752389,5806.24951171875
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,21,18,953.2360958514255,0.12929305566627466,7372.67822265625
secret_number__commands_reviewed__s22345__step_00__event_02,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,incorrect,strategy_selection,22,18,901.2899196772196,0.10210294538036087,8827.2666015625
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,0,18,-3.071890568124811,-0.033584982917207094,91.4661865234375
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,1,18,9.20388362610976,0.0889152498822721,103.51299285888672
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,2,18,9.179284029797373,0.07376068035653632,124.44684600830078
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,3,18,11.870521606555684,0.08162792211145384,145.4223175048828
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,4,18,14.865365027271473,0.08511762295624531,174.6449737548828
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,5,18,8.034475810098115,0.03609179903582843,222.6122283935547
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,6,18,18.628080158166654,0.06657117284533243,279.822021484375
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,7,18,-5.406305774126267,-0.015310831918662867,353.10333251953125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,8,18,-3.7916347443308496,-0.009108665793091398,416.2667541503906
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,9,18,-11.692096926431319,-0.02263998718428847,516.4357299804688
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,10,18,-11.292819155885809,-0.018388173969833898,614.1348876953125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,11,18,-44.521747393575424,-0.06038431272905281,737.3065185546875
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,12,18,-48.44506898635882,-0.05984840348053541,809.4630126953125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,13,18,-70.39643303655976,-0.06549328675780551,1074.8648681640625
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,14,18,-76.39827643675494,-0.06021004915568955,1268.862548828125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,15,18,-114.86356101255114,-0.06945599836478962,1653.7601318359375
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,16,18,-53.264501640514936,-0.024316450286853496,2190.471923828125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,17,18,-74.58833517635117,-0.02322611948878502,3211.39892578125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,18,18,183.6280467755496,0.04156092232502368,4418.2861328125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,19,18,272.95968232981613,0.04557074100576586,5989.80126953125
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,20,18,394.3762883709096,0.053268929893008264,7403.49560546875
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,21,18,388.86948028291954,0.041646073611010144,9337.482421875
secret_number__commands_reviewed__s22345__step_00__event_03,secret_number__commands_reviewed__s22345,secret_number,commands_reviewed,correct,hypothesis_revision,22,18,605.252329644296,0.054468730365527025,11111.9228515625
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,0,18,10.173845947857082,0.13777181377487638,73.84562683105469
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,1,18,6.09390991473883,0.07780915770276983,78.31867218017578
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,2,18,3.045270264974345,0.03346173385083032,91.0075454711914
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,3,18,3.784530677470782,0.03725414674605448,101.58683013916016
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,4,18,-0.6187720799628309,-0.005183836222325706,119.36566925048828
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,5,18,2.2568568245385734,0.015765534281166758,143.15130615234375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,6,18,4.181202710499775,0.023729804530004853,176.20045471191406
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,7,18,13.099155348890008,0.0613505779862509,213.51316833496094
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,8,18,12.835339315189685,0.05092462326485671,252.0458526611328
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,9,18,18.262806941388302,0.05888163998574998,310.1612854003906
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,10,18,24.48171158297373,0.06864218250130451,356.65692138671875
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,11,18,12.478988358139802,0.031197632748302603,399.9979248046875
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,12,18,24.332533300409295,0.05351376157901454,454.6967468261719
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,13,18,20.09517569747004,0.03348357361542846,600.1502685546875
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,14,18,14.31554263778844,0.018940384867477206,755.8211059570312
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,15,18,28.175718971185233,0.027295947783086215,1032.2308349609375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,16,18,77.54088226666363,0.057903565254383525,1339.138427734375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,17,18,126.97447898421706,0.06690430844277248,1897.8519287109375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,18,18,82.8268016253678,0.033590387387869264,2465.788818359375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,19,18,77.259554053064,0.023190862384258267,3331.46533203125
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,20,18,18.390935850925416,0.00435064072482677,4227.1787109375
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,21,18,66.66592519939877,0.012880714714817491,5175.638671875
secret_number__commands_reviewed__s22346__step_00__event_01,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,hypothesis_revision,22,18,153.16637565742712,0.025110652938074192,6099.6572265625
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,0,18,-2.018923726164612,-0.021421369696430482,94.24811553955078
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,1,18,1.3519668316726055,0.012317383366704142,109.76087951660156
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,2,18,-7.291170742258927,-0.05711871005633179,127.64942169189453
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,3,18,-11.304122742624315,-0.07553677415486648,149.6505889892578
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,4,18,-20.37862911971698,-0.11944414028332201,170.61221313476562
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,5,18,-24.518798509559613,-0.12005730207603138,204.22579956054688
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,6,18,-26.445557438864512,-0.11065412474212843,238.9929656982422
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,7,18,-40.60000495915014,-0.1362305083600006,298.0243225097656
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,8,18,-54.18959695639114,-0.1569643150457496,345.2351379394531
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,9,18,-74.53072891931919,-0.17477041651876593,426.4493408203125
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,10,18,-107.56312441841601,-0.20365398152525904,528.1660766601562
secret_number__commands_reviewed__s22346__step_00__event_02,secret_number__commands_reviewed__s22346,secret_number,commands_reviewed,incorrect,strategy_selection,11,18,-138.71682813230268,-0.21803406523626073,636.21630859375
